"T299KBJ0SAOIA3PHWZRAUS22UKXQONZA.wav,""0.1298127919435501,1298.9520573699442,1260.7375882147799,1604.0903002854102,0.09276096592008513,-56.60624313354492,165.37954711914062,-46.912574768066406,-35.728797912597656,-35.57032012939453,1.1700141429901123,1.8744951486587524,-1.3019319772720337,-16.271827697753906,-6.279106616973877,-6.715060710906982,0.46217814087867737,-14.023564338684082,7.455578327178955,7.219627380371094,0.14060963690280914,-20.77786636352539,-1.9770288467407227,5.809598445892334,-0.6156388521194458"
"T299KBJ0SAOIA3PHWZRAUS22UKXQONZA.wav,""0.1298127919435501,1298.9520573699442,1260.7375882147799,1604.0903002854102,0.09276096592008513,-56.60624313354492,165.37954711914062,-46.912574768066406,-35.728797912597656,-35.57032012939453,1.1700141429901123,1.8744951486587524,-1.3019319772720337,-16.271827697753906,-6.279106616973877,-6.715060710906982,0.46217814087867737,-14.023564338684082,7.455578327178955,7.219627380371094,0.14060963690280914,-20.77786636352539,-1.9770288467407227,5.809598445892334,-0.6156388521194458\n0.12779466807842255,1306.9057924649221,1277.7984380163,1638.765090611697,0.0927620997000774,-42.92036819458008,164.34495544433594,-46.729270935058594,-35.751922607421875,-36.44239044189453,-0.1270291656255722,0.6388436555862427,-4.38408088684082,-19.25982666015625,-5.693240165710449,-4.949070453643799,-0.4640059769153595,-17.86260414123535,3.03023099899292,5.455740928649902,-2.245990753173828,-22.519113540649414,0.053264740854501724,6.218000411987305,-3.2274885177612305"
"T299KBJ0SAOIA3PHWZRAUS22UKXQONZA.wav,""0.1298127919435501,1298.9520573699442,1260.7375882147799,1604.0903002854102,0.09276096592008513,-56.60624313354492,165.37954711914062,-46.912574768066406,-35.728797912597656,-35.57032012939453,1.1700141429901123,1.8744951486587524,-1.3019319772720337,-16.271827697753906,-6.279106616973877,-6.715060710906982,0.46217814087867737,-14.023564338684082,7.455578327178955,7.219627380371094,0.14060963690280914,-20.77786636352539,-1.9770288467407227,5.809598445892334,-0.6156388521194458\n0.12779466807842255,1306.9057924649221,1277.7984380163,1638.765090611697,0.0927620997000774,-42.92036819458008,164.34495544433594,-46.729270935058594,-35.751922607421875,-36.44239044189453,-0.1270291656255722,0.6388436555862427,-4.38408088684082,-19.25982666015625,-5.693240165710449,-4.949070453643799,-0.4640059769153595,-17.86260414123535,3.03023099899292,5.455740928649902,-2.245990753173828,-22.519113540649414,0.053264740854501724,6.218000411987305,-3.2274885177612305\n0.13130660355091095,1296.2243822519451,1255.5495270776596,1608.5986063576336,0.09276134384674922,-51.660003662109375,166.02365112304688,-47.58985137939453,-35.859291076660156,-35.829872131347656,1.6652393341064453,4.303857326507568,1.4130823612213135,-14.58350944519043,-6.413150787353516,-7.819116115570068,-0.3000224232673645,-12.056437492370605,7.830336570739746,6.7876505851745605,-0.246003195643425,-19.225793838500977,-1.9221762418746948,4.225459575653076,0.41628897190093994"
"T299KBJ0SAOIA3PHWZRAUS22UKXQONZA.wav,""0.1298127919435501,1298.9520573699442,1260.7375882147799,1604.0903002854102,0.09276096592008513,-56.60624313354492,165.37954711914062,-46.912574768066406,-35.728797912597656,-35.57032012939453,1.1700141429901123,1.8744951486587524,-1.3019319772720337,-16.271827697753906,-6.279106616973877,-6.715060710906982,0.46217814087867737,-14.023564338684082,7.455578327178955,7.219627380371094,0.14060963690280914,-20.77786636352539,-1.9770288467407227,5.809598445892334,-0.6156388521194458\n0.12779466807842255,1306.9057924649221,1277.7984380163,1638.765090611697,0.0927620997000774,-42.92036819458008,164.34495544433594,-46.729270935058594,-35.751922607421875,-36.44239044189453,-0.1270291656255722,0.6388436555862427,-4.38408088684082,-19.25982666015625,-5.693240165710449,-4.949070453643799,-0.4640059769153595,-17.86260414123535,3.03023099899292,5.455740928649902,-2.245990753173828,-22.519113540649414,0.053264740854501724,6.218000411987305,-3.2274885177612305\n0.13130660355091095,1296.2243822519451,1255.5495270776596,1608.5986063576336,0.09276134384674922,-51.660003662109375,166.02365112304688,-47.58985137939453,-35.859291076660156,-35.829872131347656,1.6652393341064453,4.303857326507568,1.4130823612213135,-14.58350944519043,-6.413150787353516,-7.819116115570068,-0.3000224232673645,-12.056437492370605,7.830336570739746,6.7876505851745605,-0.246003195643425,-19.225793838500977,-1.9221762418746948,4.225459575653076,0.41628897190093994\n0.10809238255023956,1107.890477832406,751.8772493620521,1034.1937463719041,0.09276134384674922,-498.25579833984375,3.958813190460205,-3.0505921840667725,-27.3717041015625,-30.210906982421875,5.693071365356445,42.36539077758789,38.05308151245117,6.343766689300537,-17.055503845214844,-32.754390716552734,-8.666306495666504,14.491304397583008,50.810462951660156,16.450626373291016,-3.131615161895752,-21.401945114135742,-23.861778259277344,2.4475951194763184,31.263734817504883"
"T299KBJ0SAOIA3PHWZRAUS22UKXQONZA.wav,""0.1298127919435501,1298.9520573699442,1260.7375882147799,1604.0903002854102,0.09276096592008513,-56.60624313354492,165.37954711914062,-46.912574768066406,-35.728797912597656,-35.57032012939453,1.1700141429901123,1.8744951486587524,-1.3019319772720337,-16.271827697753906,-6.279106616973877,-6.715060710906982,0.46217814087867737,-14.023564338684082,7.455578327178955,7.219627380371094,0.14060963690280914,-20.77786636352539,-1.9770288467407227,5.809598445892334,-0.6156388521194458\n0.12779466807842255,1306.9057924649221,1277.7984380163,1638.765090611697,0.0927620997000774,-42.92036819458008,164.34495544433594,-46.729270935058594,-35.751922607421875,-36.44239044189453,-0.1270291656255722,0.6388436555862427,-4.38408088684082,-19.25982666015625,-5.693240165710449,-4.949070453643799,-0.4640059769153595,-17.86260414123535,3.03023099899292,5.455740928649902,-2.245990753173828,-22.519113540649414,0.053264740854501724,6.218000411987305,-3.2274885177612305\n0.13130660355091095,1296.2243822519451,1255.5495270776596,1608.5986063576336,0.09276134384674922,-51.660003662109375,166.02365112304688,-47.58985137939453,-35.859291076660156,-35.829872131347656,1.6652393341064453,4.303857326507568,1.4130823612213135,-14.58350944519043,-6.413150787353516,-7.819116115570068,-0.3000224232673645,-12.056437492370605,7.830336570739746,6.7876505851745605,-0.246003195643425,-19.225793838500977,-1.9221762418746948,4.225459575653076,0.41628897190093994\n0.10809238255023956,1107.890477832406,751.8772493620521,1034.1937463719041,0.09276134384674922,-498.25579833984375,3.958813190460205,-3.0505921840667725,-27.3717041015625,-30.210906982421875,5.693071365356445,42.36539077758789,38.05308151245117,6.343766689300537,-17.055503845214844,-32.754390716552734,-8.666306495666504,14.491304397583008,50.810462951660156,16.450626373291016,-3.131615161895752,-21.401945114135742,-23.861778259277344,2.4475951194763184,31.263734817504883\n0.10809238255023956,1107.890477832406,751.8772493620521,1034.1937463719041,0.09276134384674922,-498.25579833984375,3.958813190460205,-3.0505921840667725,-27.3717041015625,-30.210906982421875,5.693071365356445,42.36539077758789,38.05308151245117,6.343766689300537,-17.055503845214844,-32.754390716552734,-8.666306495666504,14.491304397583008,50.810462951660156,16.450626373291016,-3.131615161895752,-21.401945114135742,-23.861778259277344,2.4475951194763184,31.263734817504883"
"T299KBJ0SAOIA3PHWZRAUS22UKXQONZA.wav,""0.1298127919435501,1298.9520573699442,1260.7375882147799,1604.0903002854102,0.09276096592008513,-56.60624313354492,165.37954711914062,-46.912574768066406,-35.728797912597656,-35.57032012939453,1.1700141429901123,1.8744951486587524,-1.3019319772720337,-16.271827697753906,-6.279106616973877,-6.715060710906982,0.46217814087867737,-14.023564338684082,7.455578327178955,7.219627380371094,0.14060963690280914,-20.77786636352539,-1.9770288467407227,5.809598445892334,-0.6156388521194458\n0.12779466807842255,1306.9057924649221,1277.7984380163,1638.765090611697,0.0927620997000774,-42.92036819458008,164.34495544433594,-46.729270935058594,-35.751922607421875,-36.44239044189453,-0.1270291656255722,0.6388436555862427,-4.38408088684082,-19.25982666015625,-5.693240165710449,-4.949070453643799,-0.4640059769153595,-17.86260414123535,3.03023099899292,5.455740928649902,-2.245990753173828,-22.519113540649414,0.053264740854501724,6.218000411987305,-3.2274885177612305\n0.13130660355091095,1296.2243822519451,1255.5495270776596,1608.5986063576336,0.09276134384674922,-51.660003662109375,166.02365112304688,-47.58985137939453,-35.859291076660156,-35.829872131347656,1.6652393341064453,4.303857326507568,1.4130823612213135,-14.58350944519043,-6.413150787353516,-7.819116115570068,-0.3000224232673645,-12.056437492370605,7.830336570739746,6.7876505851745605,-0.246003195643425,-19.225793838500977,-1.9221762418746948,4.225459575653076,0.41628897190093994\n0.10809238255023956,1107.890477832406,751.8772493620521,1034.1937463719041,0.09276134384674922,-498.25579833984375,3.958813190460205,-3.0505921840667725,-27.3717041015625,-30.210906982421875,5.693071365356445,42.36539077758789,38.05308151245117,6.343766689300537,-17.055503845214844,-32.754390716552734,-8.666306495666504,14.491304397583008,50.810462951660156,16.450626373291016,-3.131615161895752,-21.401945114135742,-23.861778259277344,2.4475951194763184,31.263734817504883\n0.10809238255023956,1107.890477832406,751.8772493620521,1034.1937463719041,0.09276134384674922,-498.25579833984375,3.958813190460205,-3.0505921840667725,-27.3717041015625,-30.210906982421875,5.693071365356445,42.36539077758789,38.05308151245117,6.343766689300537,-17.055503845214844,-32.754390716552734,-8.666306495666504,14.491304397583008,50.810462951660156,16.450626373291016,-3.131615161895752,-21.401945114135742,-23.861778259277344,2.4475951194763184,31.263734817504883\n0.1269797831773758,1289.6920500704284,1242.467293880179,1581.5071035095782,0.09276172177341331,-79.02429962158203,165.4669647216797,-46.86183166503906,-36.33510208129883,-35.82379913330078,2.3908376693725586,5.4401044845581055,3.0554192066192627,-13.057642936706543,-6.655981063842773,-8.55781078338623,-0.17288313806056976,-12.016619682312012,8.783528327941895,5.248814105987549,-0.2433110773563385,-18.24652671813965,-2.5712697505950928,4.334109306335449,0.05586256831884384"
"T299KBJ0SAOIA3PHWZRAUS22UKXQONZA.wav,""0.1298127919435501,1298.9520573699442,1260.7375882147799,1604.0903002854102,0.09276096592008513,-56.60624313354492,165.37954711914062,-46.912574768066406,-35.728797912597656,-35.57032012939453,1.1700141429901123,1.8744951486587524,-1.3019319772720337,-16.271827697753906,-6.279106616973877,-6.715060710906982,0.46217814087867737,-14.023564338684082,7.455578327178955,7.219627380371094,0.14060963690280914,-20.77786636352539,-1.9770288467407227,5.809598445892334,-0.6156388521194458\n0.12779466807842255,1306.9057924649221,1277.7984380163,1638.765090611697,0.0927620997000774,-42.92036819458008,164.34495544433594,-46.729270935058594,-35.751922607421875,-36.44239044189453,-0.1270291656255722,0.6388436555862427,-4.38408088684082,-19.25982666015625,-5.693240165710449,-4.949070453643799,-0.4640059769153595,-17.86260414123535,3.03023099899292,5.455740928649902,-2.245990753173828,-22.519113540649414,0.053264740854501724,6.218000411987305,-3.2274885177612305\n0.13130660355091095,1296.2243822519451,1255.5495270776596,1608.5986063576336,0.09276134384674922,-51.660003662109375,166.02365112304688,-47.58985137939453,-35.859291076660156,-35.829872131347656,1.6652393341064453,4.303857326507568,1.4130823612213135,-14.58350944519043,-6.413150787353516,-7.819116115570068,-0.3000224232673645,-12.056437492370605,7.830336570739746,6.7876505851745605,-0.246003195643425,-19.225793838500977,-1.9221762418746948,4.225459575653076,0.41628897190093994\n0.10809238255023956,1107.890477832406,751.8772493620521,1034.1937463719041,0.09276134384674922,-498.25579833984375,3.958813190460205,-3.0505921840667725,-27.3717041015625,-30.210906982421875,5.693071365356445,42.36539077758789,38.05308151245117,6.343766689300537,-17.055503845214844,-32.754390716552734,-8.666306495666504,14.491304397583008,50.810462951660156,16.450626373291016,-3.131615161895752,-21.401945114135742,-23.861778259277344,2.4475951194763184,31.263734817504883\n0.10809238255023956,1107.890477832406,751.8772493620521,1034.1937463719041,0.09276134384674922,-498.25579833984375,3.958813190460205,-3.0505921840667725,-27.3717041015625,-30.210906982421875,5.693071365356445,42.36539077758789,38.05308151245117,6.343766689300537,-17.055503845214844,-32.754390716552734,-8.666306495666504,14.491304397583008,50.810462951660156,16.450626373291016,-3.131615161895752,-21.401945114135742,-23.861778259277344,2.4475951194763184,31.263734817504883\n0.1269797831773758,1289.6920500704284,1242.467293880179,1581.5071035095782,0.09276172177341331,-79.02429962158203,165.4669647216797,-46.86183166503906,-36.33510208129883,-35.82379913330078,2.3908376693725586,5.4401044845581055,3.0554192066192627,-13.057642936706543,-6.655981063842773,-8.55781078338623,-0.17288313806056976,-12.016619682312012,8.783528327941895,5.248814105987549,-0.2433110773563385,-18.24652671813965,-2.5712697505950928,4.334109306335449,0.05586256831884384\n0.1279492974281311,1291.680082271121,1246.617302610429,1585.4404130587268,0.09276134384674922,-73.56719970703125,165.5262908935547,-46.86483383178711,-36.369224548339844,-35.710182189941406,2.116774797439575,5.479912281036377,2.698946714401245,-13.045528411865234,-6.777262210845947,-8.315417289733887,-0.36812824010849,-11.820960998535156,8.423130989074707,5.561509609222412,-0.3349163234233856,-17.94671058654785,-2.6484110355377197,3.971090078353882,-0.9130087494850159"
"T299KBJ0SAOIA3PHWZRAUS22UKXQONZA.wav,""0.1298127919435501,1298.9520573699442,1260.7375882147799,1604.0903002854102,0.09276096592008513,-56.60624313354492,165.37954711914062,-46.912574768066406,-35.728797912597656,-35.57032012939453,1.1700141429901123,1.8744951486587524,-1.3019319772720337,-16.271827697753906,-6.279106616973877,-6.715060710906982,0.46217814087867737,-14.023564338684082,7.455578327178955,7.219627380371094,0.14060963690280914,-20.77786636352539,-1.9770288467407227,5.809598445892334,-0.6156388521194458\n0.12779466807842255,1306.9057924649221,1277.7984380163,1638.765090611697,0.0927620997000774,-42.92036819458008,164.34495544433594,-46.729270935058594,-35.751922607421875,-36.44239044189453,-0.1270291656255722,0.6388436555862427,-4.38408088684082,-19.25982666015625,-5.693240165710449,-4.949070453643799,-0.4640059769153595,-17.86260414123535,3.03023099899292,5.455740928649902,-2.245990753173828,-22.519113540649414,0.053264740854501724,6.218000411987305,-3.2274885177612305\n0.13130660355091095,1296.2243822519451,1255.5495270776596,1608.5986063576336,0.09276134384674922,-51.660003662109375,166.02365112304688,-47.58985137939453,-35.859291076660156,-35.829872131347656,1.6652393341064453,4.303857326507568,1.4130823612213135,-14.58350944519043,-6.413150787353516,-7.819116115570068,-0.3000224232673645,-12.056437492370605,7.830336570739746,6.7876505851745605,-0.246003195643425,-19.225793838500977,-1.9221762418746948,4.225459575653076,0.41628897190093994\n0.10809238255023956,1107.890477832406,751.8772493620521,1034.1937463719041,0.09276134384674922,-498.25579833984375,3.958813190460205,-3.0505921840667725,-27.3717041015625,-30.210906982421875,5.693071365356445,42.36539077758789,38.05308151245117,6.343766689300537,-17.055503845214844,-32.754390716552734,-8.666306495666504,14.491304397583008,50.810462951660156,16.450626373291016,-3.131615161895752,-21.401945114135742,-23.861778259277344,2.4475951194763184,31.263734817504883\n0.10809238255023956,1107.890477832406,751.8772493620521,1034.1937463719041,0.09276134384674922,-498.25579833984375,3.958813190460205,-3.0505921840667725,-27.3717041015625,-30.210906982421875,5.693071365356445,42.36539077758789,38.05308151245117,6.343766689300537,-17.055503845214844,-32.754390716552734,-8.666306495666504,14.491304397583008,50.810462951660156,16.450626373291016,-3.131615161895752,-21.401945114135742,-23.861778259277344,2.4475951194763184,31.263734817504883\n0.1269797831773758,1289.6920500704284,1242.467293880179,1581.5071035095782,0.09276172177341331,-79.02429962158203,165.4669647216797,-46.86183166503906,-36.33510208129883,-35.82379913330078,2.3908376693725586,5.4401044845581055,3.0554192066192627,-13.057642936706543,-6.655981063842773,-8.55781078338623,-0.17288313806056976,-12.016619682312012,8.783528327941895,5.248814105987549,-0.2433110773563385,-18.24652671813965,-2.5712697505950928,4.334109306335449,0.05586256831884384\n0.1279492974281311,1291.680082271121,1246.617302610429,1585.4404130587268,0.09276134384674922,-73.56719970703125,165.5262908935547,-46.86483383178711,-36.369224548339844,-35.710182189941406,2.116774797439575,5.479912281036377,2.698946714401245,-13.045528411865234,-6.777262210845947,-8.315417289733887,-0.36812824010849,-11.820960998535156,8.423130989074707,5.561509609222412,-0.3349163234233856,-17.94671058654785,-2.6484110355377197,3.971090078353882,-0.9130087494850159\n0.10809238255023956,1107.890477832406,751.8772493620521,1034.1937463719041,0.09276134384674922,-498.25579833984375,3.958813190460205,-3.0505921840667725,-27.3717041015625,-30.210906982421875,5.693071365356445,42.36539077758789,38.05308151245117,6.343766689300537,-17.055503845214844,-32.754390716552734,-8.666306495666504,14.491304397583008,50.810462951660156,16.450626373291016,-3.131615161895752,-21.401945114135742,-23.861778259277344,2.4475951194763184,31.263734817504883"
"T3CXHZ8KURZAQEXDMAVMXD3YN7KPDHP9.wav,""0.12970253825187683,1298.2204533595354,1259.154073159692,1602.3319775844136,0.09276172177341331,-57.22344970703125,165.15782165527344,-46.836483001708984,-35.797298431396484,-35.50873947143555,1.152618169784546,2.1013505458831787,-1.1685243844985962,-16.030698776245117,-6.367319583892822,-6.7489705085754395,0.3743361532688141,-13.83728313446045,7.421702861785889,7.210181713104248,0.05543859302997589,-20.601608276367188,-2.0719082355499268,5.770476341247559,-0.7154946327209473"
"T3CXHZ8KURZAQEXDMAVMXD3YN7KPDHP9.wav,""0.12970253825187683,1298.2204533595354,1259.154073159692,1602.3319775844136,0.09276172177341331,-57.22344970703125,165.15782165527344,-46.836483001708984,-35.797298431396484,-35.50873947143555,1.152618169784546,2.1013505458831787,-1.1685243844985962,-16.030698776245117,-6.367319583892822,-6.7489705085754395,0.3743361532688141,-13.83728313446045,7.421702861785889,7.210181713104248,0.05543859302997589,-20.601608276367188,-2.0719082355499268,5.770476341247559,-0.7154946327209473\n0.1278580278158188,1306.1071104758169,1276.109823441705,1637.3650990772542,0.09276134384674922,-43.2409553527832,164.35169982910156,-46.78511428833008,-35.764583587646484,-36.40921401977539,-0.04416279122233391,0.8716811537742615,-4.054443359375,-18.99175262451172,-5.732378959655762,-5.108299255371094,-0.5108645558357239,-17.609050750732422,3.118873119354248,5.370708465576172,-2.263246536254883,-22.31107521057129,0.011911814101040363,6.094146251678467,-3.086512804031372"
